case_id,min,max,length,unnormal_indices
CP_00_08171417_00087,-257.0,574.0,63,
CP_00_08171446_00092,-99.0,620.0,63,
CP_00_08171713_00088,-209.0,506.0,52,
CP_00_08172027_00087,-192.0,525.0,51,
CP_00_08172356_00091,-231.0,511.0,90,
CP_00_08180210_00088,-232.0,548.0,86,
CP_00_08181120_00091,-196.0,524.0,51,
CP_00_08181216_00088,-262.0,672.0,52,
CP_00_08181425_00087,-274.0,652.0,67,
CP_00_08181843_00088,-316.0,696.0,52,
CP_00_08181928_00093,-191.0,564.0,49,
CP_00_08190213_00156,-169.0,488.0,48,
CP_00_08190531_00091,-262.0,588.0,50,
CP_00_08191320_00091,-245.0,639.0,121,
CP_00_08191834_00087,-251.0,619.0,108,
CP_00_08191840_00091,-209.0,563.0,66,
CP_00_08191905_00093,-213.0,549.0,55,
CP_00_08192106_00090,-181.0,594.0,129,
CP_00_08192132_00074,-236.0,640.0,60,
CP_00_08200310_00092,-99.0,574.0,70,
CP_00_08201202_00090,-264.0,590.0,49,
CP_00_08201359_00117,-99.0,612.0,49,
CP_00_08201406_00092,-99.0,580.0,61,
CP_00_08201537_00090,-156.0,629.0,59,
CP_00_08201710_00087,-273.0,627.0,69,
CP_00_08201846_00023,-208.0,671.0,69,
CP_00_08201952_00088,-222.0,622.0,69,
CP_00_08210017_00087,-255.0,593.0,71,
CP_00_08210610_00093,-161.0,596.0,49,
CP_00_08211529_00093,-174.0,495.0,49,
CP_00_08220804_00093,-200.0,530.0,67,
CP_00_08220939_00087,-202.0,566.0,52,
CP_00_08221329_00090,-167.0,587.0,74,
CP_00_08221438_00092,-99.0,570.0,49,
CP_00_08221618_00093,-196.0,547.0,82,
CP_00_08221851_00092,-99.0,530.0,71,
CP_00_08242221_00088,-216.0,686.0,58,
CP_00_08251450_00092,-99.0,634.0,53,
CP_00_08251535_00093,-165.0,539.0,49,
CP_00_08260338_00090,-251.0,512.0,47,
CP_00_08260421_00092,-99.0,546.0,53,
CP_00_08261459_00091,-192.0,660.0,52,
CP_00_08261540_00075,-260.0,546.0,50,
CP_00_08270102_00045,-213.0,503.0,61,
CP_00_08270340_00088,-286.0,570.0,93,
CP_00_08271441_00090,-161.0,599.0,47,
CP_00_08272156_00093,-158.0,659.0,49,
CP_00_08272355_00077,-263.0,637.0,84,
CP_00_08280027_00090,-177.0,518.0,48,
CP_00_08280656_00087,-282.0,520.0,95,
CP_00_08282121_00087,-235.0,594.0,78,
CP_00_08290308_00088,-262.0,614.0,66,
